	t	x	N	truthB	truthW	
  0.2190   0.4430 1420.0000   0.1383   0.2832 
  0.0557   0.4885 2299.0000   0.0508   0.0604 
  0.0473   0.5009 1078.0000   0.0278   0.0669 
  0.0851   0.4962 1304.0000   0.0541   0.1157 
  0.0808   0.4469 1101.0000   0.0793   0.0821 
  0.1188   0.4788 825.0000   0.1266   0.1116 
  0.0679   0.5014 2164.0000   0.0765   0.0593 
  0.0347   0.5100 1353.0000   0.0174   0.0528 
  0.1059   0.5011 1794.0000   0.0957   0.1162 
  0.3397   0.4298 677.0000   0.3162   0.3575 
  0.1000   0.4904 730.0000   0.1006   0.0995 
  0.1168   0.4701 1002.0000   0.0658   0.1620 
  0.0572   0.4841 3249.0000   0.0559   0.0585 
  0.0374   0.4587 1816.0000   0.0228   0.0498 
  0.0271   0.5312 1105.0000   0.0187   0.0367 
  0.0880   0.4683 1057.0000   0.0606   0.1121 
  0.2562   0.4359 1046.0000   0.2215   0.2831 
  0.0982   0.5071 988.0000   0.0878   0.1088 
  0.1409   0.4532 887.0000   0.0647   0.2041 
  0.1243   0.4665 1923.0000   0.0892   0.1550 
  0.1217   0.5077 1233.0000   0.1134   0.1301 
  0.1731   0.4316 1404.0000   0.1617   0.1817 
  0.0427   0.4821 1452.0000   0.0443   0.0412 
  0.1904   0.5252 893.0000   0.1706   0.2123 
  0.3115   0.3508 687.0000   0.1411   0.4036 
  0.3101   0.4536 690.0000   0.2939   0.3236 
  0.1669   0.4561 695.0000   0.1230   0.2037 
  0.2398   0.4927 684.0000   0.1988   0.2795 
  0.2317   0.4888 1027.0000   0.1992   0.2629 
  0.3122   0.4360 1422.0000   0.3210   0.3055 
  0.1536   0.5410 586.0000   0.1325   0.1784 
  0.1616   0.5070 1207.0000   0.1307   0.1933 
  0.2859   0.4729 1455.0000   0.2340   0.3325 
  0.4250   0.4971 1026.0000   0.4353   0.4147 
  0.3223   0.4809 2352.0000   0.2237   0.4136 
  0.0462   0.5056 4088.0000   0.0460   0.0465 
  0.0634   0.5248 726.0000   0.0892   0.0348 
  0.0335   0.4863 1314.0000   0.0141   0.0519 
  0.4259   0.4259 108.0000   0.1522   0.6290 
  0.2164   0.4636 1100.0000   0.1431   0.2797 
  0.1664   0.4180 1244.0000   0.1327   0.1906 
  0.0000   0.5506 247.0000   0.0000   0.0000 
  0.0638   0.4894 1081.0000   0.0756   0.0525 
  0.0000   0.4637 399.0000   0.0000   0.0000 
  0.3536   0.5833 444.0000   0.3822   0.3135 
  0.0090   0.4602 1773.0000   0.0098   0.0084 
  0.0949   0.4607 1159.0000   0.0918   0.0976 
  0.2420   0.5223 157.0000   0.0610   0.4400 
  0.1547   0.5949 627.0000   0.1635   0.1417 
  0.0354   0.5276 254.0000   0.0000   0.0750 
  0.0429   0.4492 443.0000   0.0603   0.0287 
  0.0237   0.4835 970.0000   0.0000   0.0459 
  0.0855   0.4907 269.0000   0.0909   0.0803 
  0.1235   0.5079 1077.0000   0.1335   0.1132 
  0.2569   0.4526 654.0000   0.1554   0.3408 
  0.3712   0.3661 590.0000   0.2083   0.4652 
  0.1997   0.4865 1963.0000   0.1969   0.2024 
  0.0842   0.5208 1638.0000   0.0410   0.1312 
  0.2358   0.4957 1501.0000   0.2191   0.2523 
  0.2463   0.4622 1969.0000   0.2385   0.2531 
  0.1014   0.4986 1470.0000   0.0914   0.1113 
  0.1472   0.4787 1406.0000   0.0788   0.2101 
  0.0973   0.5313 1613.0000   0.0898   0.1058 
  0.0488   0.4994 799.0000   0.0201   0.0775 
  0.1326   0.4574 1983.0000   0.0871   0.1710 
  0.2106   0.4967 755.0000   0.1520   0.2684 
  0.1012   0.4214 1196.0000   0.0556   0.1344 
  0.0745   0.5225 2683.0000   0.0585   0.0921 
  0.0164   0.5211 973.0000   0.0316   0.0000 
  0.1178   0.4925 1468.0000   0.0775   0.1570 
  0.1575   0.5106 946.0000   0.1201   0.1965 
  0.3825   0.4011 1077.0000   0.3009   0.4372 
  0.2270   0.5011 890.0000   0.2354   0.2185 
  0.3133   0.3624 814.0000   0.3186   0.3102 
  0.0000   0.5397  63.0000   0.0000   0.0000 
  0.0000   0.4100 239.0000   0.0000   0.0000 
  0.3494   0.4344 541.0000   0.2340   0.4379 
  0.1730   0.4341 873.0000   0.1214   0.2126 
  0.5624   0.5720 729.0000   0.5396   0.5929 
  0.0470   0.4430 149.0000   0.0000   0.0843 
  0.6546   0.4374 663.0000   0.5862   0.7078 
  0.0938   0.4531  64.0000   0.0000   0.1714 
  0.3864   0.5091 220.0000   0.3661   0.4074 
  0.1769   0.4751 503.0000   0.1255   0.2235 
  0.1243   0.4652 531.0000   0.0972   0.1479 
  0.9336   0.4180 512.0000   0.9206   0.9430 
  0.3714   0.4029 350.0000   0.3475   0.3876 
  0.1381   0.4501 391.0000   0.1364   0.1395 
  0.1535   0.4925 1003.0000   0.2227   0.0864 
  0.2690   0.4388 907.0000   0.2764   0.2633 
  0.1006   0.5220 318.0000   0.1446   0.0526 
  0.1882   0.4376 1371.0000   0.1117   0.2477 
  0.1541   0.5414 266.0000   0.1111   0.2049 
  0.0833   0.4751 3147.0000   0.0930   0.0745 
  0.1897   0.4353 1560.0000   0.1473   0.2225 
  0.0839   0.5022 894.0000   0.0579   0.1101 
  0.0000   0.5616 349.0000   0.0000   0.0000 
  0.2082   0.5015 682.0000   0.2076   0.2088 
  0.0303   0.3939 396.0000   0.0000   0.0500 
  0.1767   0.4984 1517.0000   0.1733   0.1800 
  0.1337   0.6952 187.0000   0.0923   0.2281 
  0.2869   0.4189 1227.0000   0.3016   0.2763 
  0.2631   0.4989 1319.0000   0.2325   0.2935 
  0.2413   0.4804 866.0000   0.2260   0.2556 
  0.1494   0.4921 1138.0000   0.1375   0.1609 
  0.0156   0.4751 642.0000   0.0000   0.0297 
  0.0529   0.4392 189.0000   0.0602   0.0472 
  0.0278   0.4709 756.0000   0.0365   0.0200 
  0.1678   0.4891 3915.0000   0.1540   0.1810 
  0.1235   0.4875 2671.0000   0.1313   0.1161 
  0.0088   0.4875 1600.0000   0.0103   0.0073 
  0.2957   0.4431 1011.0000   0.2746   0.3126 
  0.0690   0.4184 435.0000   0.0824   0.0593 
  0.3166   0.4418 3042.0000   0.2448   0.3734 
  0.1988   0.5416 3652.0000   0.1658   0.2378 
  0.1459   0.4757 1501.0000   0.0980   0.1893 
  0.1287   0.5550 373.0000   0.0435   0.2349 
  0.2236   0.4969 322.0000   0.2375   0.2099 
  0.1096   0.4787 447.0000   0.0888   0.1288 
  0.1419   0.6129 155.0000   0.0000   0.3667 
  0.5217   0.4620 368.0000   0.4294   0.6010 
  0.2780   0.5635 795.0000   0.2188   0.3545 
  0.4183   0.5601 832.0000   0.3519   0.5027 
  0.2832   0.5643 957.0000   0.2574   0.3165 
  0.5440   0.3485 307.0000   0.3645   0.6400 
  0.1519   0.4943 882.0000   0.1514   0.1525 
  0.4440   0.4377 786.0000   0.4099   0.4706 
  0.6637   0.5198 556.0000   0.6055   0.7266 
  0.1880   0.3837 516.0000   0.2020   0.1792 
  0.2832   0.4086 279.0000   0.2018   0.3394 
  0.2143   0.5306 294.0000   0.2115   0.2174 
  0.0934   0.4746 3725.0000   0.0605   0.1231 
  0.0992   0.4807 1864.0000   0.0614   0.1343 
  0.0541   0.4966 2791.0000   0.0620   0.0463 
  0.1047   0.4729 258.0000   0.0820   0.1250 
  0.0393   0.5155 1680.0000   0.0462   0.0319 
  0.2703   0.4956 1469.0000   0.2005   0.3387 
  0.1038   0.4553 1590.0000   0.1008   0.1062 
  0.0196   0.4830 971.0000   0.0000   0.0378 
  0.0651   0.4544 1996.0000   0.0419   0.0845 
  0.1362   0.4813 1681.0000   0.1088   0.1617 
  0.3656   0.5081 807.0000   0.3122   0.4207 
  0.0495   0.5025 1212.0000   0.0476   0.0514 
  0.1140   0.5179 1763.0000   0.0756   0.1553 
  0.1492   0.4359 858.0000   0.0615   0.2169 
  0.2626   0.4700 1234.0000   0.2310   0.2905 
  0.2689   0.4948 673.0000   0.2733   0.2647 
  0.0506   0.4938 810.0000   0.0600   0.0415 
  0.1579   0.4798 1013.0000   0.1728   0.1442 
  0.2022   0.4849 895.0000   0.1820   0.2213 
  0.0683   0.5478 659.0000   0.0416   0.1007 
  0.0892   0.4624 1423.0000   0.0805   0.0967 
  0.0894   0.5208 1152.0000   0.0933   0.0851 
  0.3568   0.4220 1135.0000   0.3090   0.3918 
  0.0800   0.5489 1288.0000   0.0820   0.0775 
  0.1778   0.4652 1969.0000   0.1288   0.2203 
  0.1520   0.5049 717.0000   0.1133   0.1915 
  0.3049   0.4642 879.0000   0.3873   0.2335 
  0.0900   0.4885 1656.0000   0.0593   0.1192 
  0.1501   0.4081 593.0000   0.1612   0.1425 
  0.1582   0.5492 752.0000   0.1598   0.1563 
  0.2234   0.4546 1652.0000   0.2117   0.2331 
  0.1727   0.4649 1054.0000   0.1449   0.1968 
  0.3415   0.4889 814.0000   0.3844   0.3005 
  0.2849   0.5445 1348.0000   0.2316   0.3485 
  0.3310   0.4199 562.0000   0.2585   0.3834 
  0.3433   0.4610 1436.0000   0.2598   0.4147 
  0.2048   0.5024 1445.0000   0.1832   0.2267 
  0.2066   0.4438 818.0000   0.2121   0.2022 
  0.2384   0.5316 1187.0000   0.2092   0.2716 
  0.2690   0.4834 1264.0000   0.2700   0.2680 
  0.1343   0.4969 819.0000   0.0934   0.1748 
  0.2072   0.4503 975.0000   0.1936   0.2183 
  0.2098   0.5112 982.0000   0.2092   0.2104 
  0.4510   0.4155 592.0000   0.2642   0.5838 
  0.1500   0.5251 1613.0000   0.1452   0.1554 
  0.1559   0.4832 1552.0000   0.1213   0.1883 
  0.5183   0.5133 602.0000   0.4563   0.5836 
  0.2059   0.4492 777.0000   0.1490   0.2523 
  0.1330   0.4847 1015.0000   0.1159   0.1491 
  0.4536   0.4617 862.0000   0.4020   0.4978 
  0.0913   0.4878 1763.0000   0.0860   0.0963 
  0.0285   0.4812 877.0000   0.0000   0.0549 
  0.1932   0.4306 1066.0000   0.1264   0.2438 
  0.4699   0.4245 1079.0000   0.3952   0.5250 
  0.1627   0.4658 848.0000   0.1595   0.1656 
  0.2848   0.4633 941.0000   0.2408   0.3228 
  0.0347   0.5941 202.0000   0.0583   0.0000 
  0.0548   0.4624 1077.0000   0.0141   0.0898 
  0.1750   0.5000 800.0000   0.1850   0.1650 
  0.0887   0.4370 778.0000   0.0765   0.0982 
  0.1712   0.4785 1139.0000   0.1450   0.1953 
  0.3454   0.4553 883.0000   0.3408   0.3493 
  0.1202   0.4456 965.0000   0.1349   0.1084 
  0.3757   0.4550 945.0000   0.4163   0.3417 
  0.2238   0.4761 1086.0000   0.1605   0.2812 
  0.2760   0.3901 605.0000   0.2966   0.2629 
  0.3974   0.4393 692.0000   0.3684   0.4201 
  0.2934   0.4529 934.0000   0.3593   0.2387 
  0.2087   0.5011 872.0000   0.2037   0.2138 
  0.2180   0.4675 1275.0000   0.1963   0.2371 
  0.3954   0.4450 827.0000   0.3152   0.4597 
  0.2781   0.5364 755.0000   0.1951   0.3743 
  0.2327   0.4924 1521.0000   0.1789   0.2850 
  0.1563   0.4930 710.0000   0.1686   0.1444 
  0.0892   0.5143 908.0000   0.1006   0.0771 
  0.0755   0.5305 901.0000   0.0460   0.1087 
  0.1489   0.5024 1021.0000   0.1170   0.1811 
  0.1242   0.4743 974.0000   0.1515   0.0996 
  0.1460   0.5463 767.0000   0.1289   0.1667 
  0.2532   0.5106 1469.0000   0.1987   0.3102 
  0.1522   0.5076 1314.0000   0.1184   0.1870 
  0.0358   0.4688 1088.0000   0.0549   0.0190 
  0.2105   0.4383 1273.0000   0.1792   0.2350 
  0.2700   0.4815 1026.0000   0.2267   0.3102 
  0.0554   0.5860 343.0000   0.0348   0.0845 
  0.0675   0.5385 1066.0000   0.0226   0.1199 
  0.2351   0.4793 1425.0000   0.2504   0.2210 
  0.1102   0.4559 1461.0000   0.0736   0.1409 
  0.0970   0.5411 1083.0000   0.1177   0.0724 
  0.0000   0.4771 807.0000   0.0000   0.0000 
  0.0945   0.4969 815.0000   0.0889   0.1000 
  0.1085   0.4302 995.0000   0.0584   0.1464 
  0.4022   0.4716 634.0000   0.3211   0.4746 
  0.1185   0.4476 1097.0000   0.0692   0.1584 
  0.5696   0.4174 230.0000   0.6250   0.5299 
  0.2818   0.4897 919.0000   0.2356   0.3262 
  0.2789   0.4372 1011.0000   0.2081   0.3339 
  0.2014   0.4263 556.0000   0.1730   0.2226 
  0.2177   0.3875 813.0000   0.1873   0.2369 
  0.0690   0.4512 1015.0000   0.0197   0.1095 
  0.0696   0.5103 876.0000   0.0582   0.0816 
  0.0339   0.5480 708.0000   0.0284   0.0406 
  0.0229   0.4797 961.0000   0.0282   0.0180 
  0.0896   0.5030 1016.0000   0.0489   0.1307 
  0.2352   0.4794 1114.0000   0.2640   0.2086 
  0.1282   0.4547 928.0000   0.1303   0.1265 
  0.1880   0.4939 1229.0000   0.1697   0.2058 
  0.3895   0.4626 1204.0000   0.3501   0.4235 
  0.4003   0.5238 1304.0000   0.4334   0.3639 
  0.1429   0.4626 910.0000   0.1045   0.1759 
  0.2390   0.5292 703.0000   0.1640   0.3233 
  0.2137   0.5432 613.0000   0.2012   0.2286 
  0.1554   0.4909 1544.0000   0.1609   0.1501 
  0.3654   0.4923 583.0000   0.3624   0.3682 
  0.2808   0.5131 1674.0000   0.2468   0.3166 
  0.3083   0.4410 1560.0000   0.2674   0.3406 
  0.2608   0.4698 1292.0000   0.2175   0.2993 
  0.0000   0.4857 873.0000   0.0000   0.0000 
  0.2874   0.4678 2067.0000   0.2472   0.3227 
  0.1623   0.4715 1177.0000   0.1207   0.1994 
  0.1655   0.5050 1293.0000   0.1669   0.1641 
  0.0844   0.4351 1363.0000   0.1113   0.0636 
  0.3264   0.4598 622.0000   0.1853   0.4464 
  0.1123   0.4442 1443.0000   0.1451   0.0860 
  0.1134   0.4892 785.0000   0.1042   0.1222 
  0.0000   0.5345  58.0000   0.0000   0.0000 
  0.1779   0.4906 371.0000   0.1538   0.2011 
  0.0829   0.4654 217.0000   0.0000   0.1552 
  0.1461   0.3539 308.0000   0.0367   0.2060 
  0.4324   0.6135 370.0000   0.3260   0.6014 
  0.3744   0.4064 219.0000   0.3146   0.4154 
  0.5062   0.4425 565.0000   0.4680   0.5365 
  0.3035   0.4338 491.0000   0.2300   0.3597 
  0.2255   0.4732 541.0000   0.2695   0.1860 
  0.0675   0.4874 593.0000   0.1142   0.0230 
  0.0447   0.4579 963.0000   0.0476   0.0421 
  0.0606   0.4275 545.0000   0.0386   0.0769 
  0.0474   0.4314 612.0000   0.0341   0.0575 
  0.1048   0.4343 601.0000   0.0651   0.1353 
  0.0067   0.5129 893.0000   0.0131   0.0000 
  0.0663   0.5059 769.0000   0.0643   0.0684 
  0.0885   0.4754 1933.0000   0.0958   0.0819 
  0.1754   0.4533 2098.0000   0.1293   0.2136 
  0.0884   0.5823 249.0000   0.0828   0.0962 
  0.0178   0.4858 1126.0000   0.0201   0.0155 
  0.1506   0.4255 1182.0000   0.0954   0.1915 
  0.0605   0.4550 1901.0000   0.0590   0.0618 
  0.1596   0.4628 564.0000   0.1418   0.1749 
  0.3482   0.4504 1410.0000   0.2583   0.4219 
  0.1381   0.4492 659.0000   0.1284   0.1460 
  0.4117   0.4334 923.0000   0.4100   0.4130 
  0.0687   0.4978 1135.0000   0.0478   0.0895 
  0.1390   0.5012 2576.0000   0.1247   0.1533 
  0.1018   0.4753 1012.0000   0.0769   0.1243 
  0.1274   0.4492 777.0000   0.0774   0.1682 
  0.1451   0.4235 503.0000   0.1502   0.1414 
  0.0290   0.4548 620.0000   0.0319   0.0266 
  0.0889   0.5299 585.0000   0.1097   0.0655 
  0.0000   0.4888 1645.0000   0.0000   0.0000 
  0.0109   0.5025 2396.0000   0.0000   0.0218 
  0.0191   0.4793 1254.0000   0.0116   0.0260 
  0.0394   0.4786 4624.0000   0.0488   0.0307 
  0.0139   0.5029 2438.0000   0.0082   0.0198 
  0.0000   0.4343 175.0000   0.0000   0.0000 
  0.0462   0.4629 3893.0000   0.0383   0.0531 
  0.0493   0.4962 3065.0000   0.0342   0.0641 
  0.0479   0.4854 5805.0000   0.0284   0.0663 
  0.2149   0.6942 121.0000   0.2381   0.1622 
  0.0000   0.5004 1367.0000   0.0000   0.0000 
  0.0303   0.5171 1487.0000   0.0156   0.0460 
  0.0868   0.4766 2799.0000   0.0795   0.0935 
  0.0557   0.4859 1132.0000   0.0527   0.0584 
  0.0493   0.4225 142.0000   0.0000   0.0854 
  0.1158   0.4886 1226.0000   0.1018   0.1292 
  0.1901   0.5661 242.0000   0.1752   0.2095 
  0.0231   0.4711 779.0000   0.0272   0.0194 
  0.0972   0.5024 1883.0000   0.1099   0.0843 
  0.1091   0.5312 1265.0000   0.1131   0.1046 
  0.0778   0.4928 1041.0000   0.0858   0.0701 
  0.0417   0.4236 432.0000   0.0383   0.0442 
  0.0303   0.4634 628.0000   0.0172   0.0415 
  0.1041   0.5123 2276.0000   0.0952   0.1135 
  0.1331   0.4575 977.0000   0.1767   0.0962 
  0.0567   0.5406 1393.0000   0.0584   0.0547 
  0.0687   0.4787 1646.0000   0.0685   0.0688 
  0.0779   0.4761 1130.0000   0.0502   0.1030 
  0.1364   0.4622 887.0000   0.1098   0.1593 
  0.0688   0.5463 800.0000   0.0915   0.0413 
  0.0583   0.4956 1253.0000   0.0338   0.0823 
  0.1898   0.4043 606.0000   0.0735   0.2687 
  0.5698   0.4742 1432.0000   0.5243   0.6109 
  0.1957   0.4620 1528.0000   0.2025   0.1898 
  0.1116   0.4798 2374.0000   0.1133   0.1101 
  0.5833   0.5134 744.0000   0.5733   0.5939 
  0.1346   0.5036 1545.0000   0.1221   0.1473 
  0.1111   0.5157 1557.0000   0.0959   0.1273 
  0.2392   0.5043 1162.0000   0.1741   0.3056 
  0.2569   0.4924 794.0000   0.1611   0.3499 
  0.2729   0.3965 971.0000   0.2805   0.2679 
  0.3140   0.4684 965.0000   0.2655   0.3567 
  0.3995   0.4599 861.0000   0.3384   0.4516 
  0.3716   0.4713 662.0000   0.2692   0.4629 
  0.3462   0.3881 956.0000   0.3181   0.3641 
  0.2980   0.3860 557.0000   0.2279   0.3421 
  0.3287   0.5096 785.0000   0.3275   0.3299 
  0.4238   0.4652 847.0000   0.4492   0.4018 
  0.3788   0.4694 916.0000   0.3186   0.4321 
  0.0481   0.5046 541.0000   0.0952   0.0000 
  0.2191   0.5000 178.0000   0.1685   0.2697 
  0.0809   0.4603 717.0000   0.0848   0.0775 
  0.3643   0.4936 549.0000   0.2915   0.4353 
  0.0000   0.5263  19.0000   0.0000   0.0000 
  0.0946   0.4189 148.0000   0.0000   0.1628 
  0.0824   0.4309 680.0000   0.0648   0.0956 
  0.0392   0.4810 919.0000   0.0385   0.0398 
  0.0445   0.4754 1933.0000   0.0250   0.0621 
  0.3558   0.4556 1824.0000   0.3249   0.3817 
  0.2807   0.4988 431.0000   0.1814   0.3796 
  0.2096   0.4128 625.0000   0.1047   0.2834 
  0.0730   0.5985 137.0000   0.0000   0.1818 
  0.1613   0.5968  62.0000   0.2703   0.0000 
  0.0621   0.4437 435.0000   0.0622   0.0620 
  0.1765   0.5098 153.0000   0.1795   0.1733 
  0.0096   0.4563 938.0000   0.0000   0.0176 
  0.0981   0.4941 591.0000   0.1130   0.0836 
  0.0749   0.5154 1269.0000   0.0489   0.1024 
  0.1461   0.5171 1348.0000   0.1220   0.1720 
  0.1247   0.5189 449.0000   0.1416   0.1065 
  0.2566   0.4485 1699.0000   0.2612   0.2529 
  0.0564   0.4981 1614.0000   0.0299   0.0827 
  0.1481   0.4760 729.0000   0.0836   0.2068 
  0.0263   0.4404 495.0000   0.0000   0.0469 
  0.4069   0.4759 1101.0000   0.3931   0.4194 
  0.3569   0.4411 2149.0000   0.3428   0.3680 
  0.1765   0.4531 1269.0000   0.1774   0.1758 
  0.0510   0.5056 981.0000   0.0141   0.0887 
  0.1873   0.5066 833.0000   0.1943   0.1800 
  0.1124   0.4597 881.0000   0.0543   0.1618 
  0.1672   0.4840 969.0000   0.1983   0.1380 
  0.2744   0.4853 1465.0000   0.2250   0.3210 
  0.2383   0.5200 873.0000   0.1850   0.2959 
  0.3297   0.4233 1271.0000   0.2658   0.3765 
  0.2735   0.4553 1331.0000   0.2789   0.2690 
  0.0560   0.4634 1215.0000   0.0409   0.0690 
  0.0371   0.5286 350.0000   0.0000   0.0788 
  0.4262   0.3800 650.0000   0.2794   0.5161 
  0.0803   0.5319 1083.0000   0.0625   0.1006 
  0.1559   0.4916 1007.0000   0.1535   0.1582 
  0.1927   0.5126 716.0000   0.1989   0.1862 
  0.0852   0.4929 1197.0000   0.0627   0.1071 
  0.1797   0.4904 1564.0000   0.1604   0.1982 
  0.1628   0.4972 1265.0000   0.1161   0.2091 
  0.1431   0.4933 1419.0000   0.1029   0.1822 
  0.0437   0.4954 1304.0000   0.0418   0.0456 
  0.1246   0.5316 602.0000   0.1313   0.1170 
  0.3178   0.4093 579.0000   0.2743   0.3480 
  0.0765   0.4430 1517.0000   0.0387   0.1065 
  0.2696   0.4073 523.0000   0.2535   0.2806 
  0.1225   0.4167 612.0000   0.1294   0.1176 
  0.1649   0.4678 746.0000   0.1404   0.1864 
  0.1095   0.4606 1498.0000   0.0768   0.1374 
  0.1026   0.4617 1306.0000   0.1045   0.1010 
  0.0264   0.4880 1707.0000   0.0156   0.0366 
  0.0571   0.4730 1890.0000   0.0235   0.0873 
  0.0653   0.4420 1699.0000   0.0599   0.0696 
  0.3377   0.4886 1140.0000   0.2944   0.3791 
  0.1970   0.3856 599.0000   0.1602   0.2201 
  0.2082   0.4869 1220.0000   0.2643   0.1550 
  0.0475   0.5184 926.0000   0.0458   0.0493 
  0.1791   0.4256 1619.0000   0.1495   0.2011 
  0.1298   0.4689 932.0000   0.1350   0.1253 
  0.1284   0.4488 927.0000   0.0625   0.1820 
  0.1301   0.4668 784.0000   0.0656   0.1866 
  0.2993   0.4956 912.0000   0.2456   0.3522 
  0.2847   0.4489 1310.0000   0.2551   0.3089 
  0.3585   0.4266 1233.0000   0.3460   0.3678 
  0.2118   0.4813 987.0000   0.2126   0.2109 
  0.3187   0.4925 1525.0000   0.3342   0.3036 
  0.4751   0.4893 1124.0000   0.4545   0.4948 
  0.1084   0.4423 2546.0000   0.0790   0.1317 
  0.0624   0.4417 609.0000   0.0409   0.0794 
  0.0978   0.4681 1380.0000   0.0774   0.1158 
  0.2549   0.4240 816.0000   0.1734   0.3149 
  0.0198   0.4615 962.0000   0.0248   0.0154 
  0.0098   0.5248 1431.0000   0.0067   0.0132 
  0.0794   0.4756 1310.0000   0.0722   0.0859 
  0.0046   0.5076 1308.0000   0.0090   0.0000 
  0.0361   0.4787 775.0000   0.0296   0.0421 
  0.1392   0.4627 1379.0000   0.1567   0.1242 
  0.1026   0.5082 1218.0000   0.1099   0.0952 
  0.0189   0.4197 953.0000   0.0125   0.0235 
  0.0197   0.5306 914.0000   0.0227   0.0163 
  0.1050   0.4804 943.0000   0.0684   0.1388 
  0.2032   0.4696 807.0000   0.1873   0.2173 
  0.0837   0.5216 1781.0000   0.0786   0.0892 
  0.1598   0.5083 2591.0000   0.1147   0.2064 
  0.0089   0.4981 1797.0000   0.0056   0.0122 
  0.0189   0.5124 1165.0000   0.0000   0.0387 
  0.0461   0.5094 1800.0000   0.0262   0.0668 
  0.0711   0.5185 1294.0000   0.0700   0.0722 
  0.1058   0.4782 1286.0000   0.1024   0.1088 
  0.0762   0.5600 1707.0000   0.0952   0.0519 
  0.0510   0.4627 3432.0000   0.0214   0.0765 
  0.0539   0.5043 1725.0000   0.0575   0.0503 
  0.0326   0.4989 1319.0000   0.0380   0.0272 
  0.0062   0.4963 808.0000   0.0000   0.0123 
  0.0844   0.4719 604.0000   0.0912   0.0784 
  0.1039   0.5302 1194.0000   0.0821   0.1283 
  0.1021   0.4940 1342.0000   0.1116   0.0928 
  0.2171   0.4823 479.0000   0.2554   0.1815 
  0.1881   0.4936 1090.0000   0.1914   0.1848 
  0.2917   0.4656 857.0000   0.2732   0.3079 
  0.4245   0.4866 1451.0000   0.4221   0.4268 
  0.3627   0.4678 761.0000   0.3455   0.3778 
  0.3578   0.4409 914.0000   0.3275   0.3816 
  0.2378   0.4474 1064.0000   0.1975   0.2704 
  0.1828   0.4895 1236.0000   0.1421   0.2219 
  0.2748   0.5222 1350.0000   0.2511   0.3008 
  0.3568   0.4655 653.0000   0.3158   0.3926 
  0.2871   0.4770 1390.0000   0.3062   0.2696 
  0.2420   0.4643 967.0000   0.2361   0.2471 
  0.2744   0.4403 1013.0000   0.2197   0.3175 
  0.4149   0.4108 723.0000   0.4747   0.3732 
  0.1044   0.5057 613.0000   0.1065   0.1023 
  0.4074   0.4762 567.0000   0.4444   0.3737 
  0.2424   0.4891 1147.0000   0.2299   0.2543 
  0.1161   0.5071 913.0000   0.0864   0.1467 
  0.0846   0.5106 946.0000   0.0890   0.0799 
  0.1014   0.4892 740.0000   0.0884   0.1138 
  0.0794   0.5023 882.0000   0.1106   0.0478 
  0.1820   0.4931 434.0000   0.2196   0.1455 
  0.1813   0.5003 1533.0000   0.1565   0.2063 
  0.2035   0.4751 983.0000   0.1863   0.2190 
  0.0823   0.4871 1008.0000   0.0611   0.1025 
  0.0702   0.5310 1482.0000   0.0737   0.0662 
